ID DO CLIENTE,GÊNERO,IDOSO,CASADO,DEPENDENTES,TEMPO_COMO_CLIENTE,SERVIÇO TELEFÔNICO,SERVICO_INTERNET,SERVICO_SEGURANCA,SUPORTE_TECNICO,STREAMINGTV,TIPO_CONTRATO,MÉTODO DE PAGAMENTO,PAGAMENTO_MENSAL,TOTAL_PAGAMENTO,CHURN,GÊNERO_MAIOR_GRUPO,GÊNERO_MENOR_GRUPO,SERVIÇO TELEFÔNICO_MAIOR_GRUPO,SERVIÇO TELEFÔNICO_MENOR_GRUPO,PAGAMENTO_MENSAL_MEDIA,PAGAMENTO_MENSAL_MEDIANA,GÊNERO_CATCODES,CASADO_CATCODES,DEPENDENTES_CATCODES,SERVIÇO TELEFÔNICO_CATCODES,SERVICO_INTERNET_CATCODES,SERVICO_SEGURANCA_CATCODES,SUPORTE_TECNICO_CATCODES,STREAMINGTV_CATCODES,TIPO_CONTRATO_CATCODES,MÉTODO DE PAGAMENTO_CATCODES,CHURN_CATCODES,GÊNERO_MAIOR_GRUPO_CATCODES,GÊNERO_MENOR_GRUPO_CATCODES,SERVIÇO TELEFÔNICO_MAIOR_GRUPO_CATCODES,SERVIÇO TELEFÔNICO_MENOR_GRUPO_CATCODES
9408-HRXRK,fêmea,0,sim,sim,45,,fibra óptica,sim,não,sim,mês a mês,cheque eletrônico,105.15,4730.9,não,fêmea,fêmea,sim,não,105.15,105.15,0,1,1,-1,1,2,0,2,1,1,0,0,0,1,0
5593-SUAOO,fêmea,0,sim,sim,24,,fibra óptica,não,não,não,um ano,transferência bancária (automática),83.15,2033.05,não,fêmea,fêmea,sim,não,83.15,83.15,0,1,1,-1,1,0,0,0,2,3,0,0,0,1,0
7321-PKUYW,fêmea,0,não,não,11,,fibra óptica,não,sim,sim,mês a mês,cheque eletrônico,90.15,987.95,sim,fêmea,fêmea,sim,não,90.15,90.15,0,0,0,-1,1,0,2,2,1,1,1,0,0,1,0
2833-SLKDQ,macho,0,não,não,1,,dsl,não,não,não,mês a mês,cheque enviado,45.05,45.05,sim,macho,macho,sim,não,45.05,45.05,1,0,0,-1,0,0,0,0,1,2,1,1,1,1,0
6766-HFKLA,fêmea,0,sim,não,56,,fibra óptica,não,sim,sim,dois anos,transferência bancária (automática),103.2,5744.35,não,fêmea,fêmea,sim,não,103.2,103.2,0,1,0,-1,1,0,2,2,0,3,0,0,0,1,0
7595-EUIVN,fêmea,0,não,não,1,,fibra óptica,não,não,não,mês a mês,cheque eletrônico,75.8,75.8,sim,fêmea,fêmea,sim,não,75.8,75.8,0,0,0,-1,1,0,0,0,1,1,1,0,0,1,0
7617-EYGLW,macho,0,não,não,1,,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,mês a mês,cheque eletrônico,19.45,19.45,não,macho,macho,sim,não,19.45,19.45,1,0,0,-1,2,1,1,1,1,1,0,1,1,1,0
2026-TGDHM,fêmea,0,não,não,7,,fibra óptica,não,não,não,mês a mês,cheque eletrônico,79.3,523.15,sim,fêmea,fêmea,sim,não,79.3,79.3,0,0,0,-1,1,0,0,0,1,1,1,0,0,1,0
9220-ZNKJI,fêmea,1,sim,não,55,,fibra óptica,não,sim,sim,dois anos,cartão de crédito (automático),88.8,4805.3,não,fêmea,fêmea,sim,não,88.8,88.8,0,1,0,-1,1,0,2,2,0,0,0,0,0,1,0
4030-VPZBD,fêmea,0,não,não,2,,dsl,não,sim,não,mês a mês,cheque eletrônico,30.9,59.05,sim,fêmea,fêmea,sim,não,30.9,30.9,0,0,0,-1,0,0,2,0,1,1,1,0,0,1,0
2226-ICFDO,fêmea,0,sim,sim,72,,dsl,sim,sim,sim,dois anos,cartão de crédito (automático),85.9,6110.75,não,fêmea,fêmea,sim,não,85.9,85.9,0,1,1,-1,0,2,2,2,0,0,0,0,0,1,0
0723-VSOBE,fêmea,1,não,não,45,,dsl,não,não,não,um ano,cheque eletrônico,34.2,1596.6,não,fêmea,fêmea,sim,não,34.2,34.2,0,0,0,-1,0,0,0,0,2,1,0,0,0,1,0
5529-GIBVH,fêmea,0,não,não,47,,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,dois anos,cheque enviado,20.15,1046.2,não,fêmea,fêmea,sim,não,20.15,20.15,0,0,0,-1,2,1,1,1,0,2,0,0,0,1,0
4187-CINZD,fêmea,1,não,não,46,,fibra óptica,não,não,sim,um ano,cartão de crédito (automático),95.25,4424.2,sim,fêmea,fêmea,sim,não,95.25,95.25,0,0,0,-1,1,0,0,2,2,0,1,0,0,1,0
9992-UJOEL,macho,0,não,não,2,,dsl,não,não,não,mês a mês,cheque enviado,50.3,92.75,não,macho,macho,sim,não,50.3,50.3,1,0,0,-1,0,0,0,0,1,2,0,1,1,1,0
4741-WWJQZ,fêmea,0,sim,não,2,,fibra óptica,sim,sim,não,mês a mês,cheque eletrônico,80.15,194.55,não,fêmea,fêmea,sim,não,80.15,80.15,0,1,0,-1,1,2,2,0,1,1,0,0,0,1,0
6625-UTXEW,fêmea,0,sim,não,12,,dsl,não,não,não,mês a mês,cheque eletrônico,51.25,612.1,não,fêmea,fêmea,sim,não,51.25,51.25,0,1,0,-1,0,0,0,0,1,1,0,0,0,1,0
6818-WOBHJ,fêmea,1,sim,não,68,,fibra óptica,não,não,não,mês a mês,transferência bancária (automática),89.6,6127.6,sim,fêmea,fêmea,sim,não,89.6,89.6,0,1,0,-1,1,0,0,0,1,3,1,0,0,1,0
6244-BESBM,macho,0,sim,sim,69,,fibra óptica,não,sim,sim,dois anos,cartão de crédito (automático),95.2,6671.7,não,macho,macho,sim,não,95.2,95.2,1,1,1,-1,1,0,2,2,0,0,0,1,1,1,0
1004-NOZNR,macho,1,não,sim,56,,fibra óptica,sim,não,sim,um ano,cartão de crédito (automático),94.8,5264.3,não,macho,macho,sim,não,94.8,94.8,1,0,1,-1,1,2,0,2,2,0,0,1,1,1,0
1251-STYSZ,fêmea,1,não,não,4,,fibra óptica,sim,não,não,mês a mês,cheque eletrônico,80.25,303.7,não,fêmea,fêmea,sim,não,80.25,80.25,0,0,0,-1,1,2,0,0,1,1,0,0,0,1,0
2612-PHGOX,macho,0,sim,não,64,,dsl,não,sim,sim,dois anos,transferência bancária (automática),76.1,4818.8,não,macho,macho,sim,não,76.1,76.1,1,1,0,-1,0,0,2,2,0,3,0,1,1,1,0
2408-TZMJL,macho,0,sim,não,59,,fibra óptica,sim,não,sim,um ano,cheque eletrônico,110.15,6448.05,sim,macho,macho,sim,não,110.15,110.15,1,1,0,-1,1,2,0,2,2,1,1,1,1,1,0
8480-PPONV,macho,0,sim,sim,62,,fibra óptica,sim,sim,sim,dois anos,transferência bancária (automática),115.55,7159.05,não,macho,macho,sim,não,115.55,115.55,1,1,1,-1,1,2,2,2,0,3,0,1,1,1,0
8780-IHCRN,macho,0,sim,sim,63,,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,dois anos,cartão de crédito (automático),24.65,1574.5,não,macho,macho,sim,não,24.65,24.65,1,1,1,-1,2,1,1,1,0,0,0,1,1,1,0
4598-ZADCK,fêmea,0,não,não,53,,dsl,sim,sim,sim,um ano,cheque eletrônico,53.6,2879.2,não,fêmea,fêmea,sim,não,53.6,53.6,0,0,0,-1,0,2,2,2,2,1,0,0,0,1,0
1257-SXUXQ,macho,0,sim,sim,5,,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,mês a mês,cheque enviado,19.45,86.05,não,macho,macho,sim,não,19.45,19.45,1,1,1,-1,2,1,1,1,1,2,0,1,1,1,0
9681-KYGYB,macho,1,sim,não,49,,fibra óptica,sim,não,não,mês a mês,cheque eletrônico,88.2,4159.45,não,macho,macho,sim,não,88.2,88.2,1,1,0,-1,1,2,0,0,1,1,0,1,1,1,0
7182-OVLBJ,fêmea,0,sim,sim,62,,fibra óptica,sim,não,sim,dois anos,transferência bancária (automática),101.15,6638.35,não,fêmea,fêmea,sim,não,101.15,101.15,0,1,1,-1,1,2,0,2,0,3,0,0,0,1,0
5095-ETBRJ,fêmea,0,sim,não,55,,dsl,sim,sim,não,dois anos,cheque enviado,56.8,3112.05,não,fêmea,fêmea,sim,não,56.8,56.8,0,1,0,-1,0,2,2,0,0,2,0,0,0,1,0
7005-CYUIL,fêmea,1,sim,não,71,,fibra óptica,sim,sim,sim,dois anos,cheque eletrônico,99.4,7168.25,não,fêmea,fêmea,sim,não,99.4,99.4,0,1,0,-1,1,2,2,2,0,1,0,0,0,1,0
4821-WQOYN,fêmea,0,sim,sim,72,,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,dois anos,cartão de crédito (automático),20.1,1326.25,não,fêmea,fêmea,sim,não,20.1,20.1,0,1,1,-1,2,1,1,1,0,0,0,0,0,1,0
4730-AWNAU,macho,0,sim,sim,36,,dsl,sim,sim,sim,um ano,cartão de crédito (automático),60.7,2234.55,não,macho,macho,sim,não,60.7,60.7,1,1,1,-1,0,2,2,2,2,0,0,1,1,1,0
3452-FLHYD,macho,0,sim,não,25,,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,um ano,transferência bancária (automática),20.95,495.15,não,macho,macho,sim,não,20.95,20.95,1,1,0,-1,2,1,1,1,2,3,0,1,1,1,0
2388-LAESQ,fêmea,1,sim,não,72,,fibra óptica,sim,sim,sim,dois anos,transferência bancária (automática),114.85,8317.95,não,fêmea,fêmea,sim,não,114.85,114.85,0,1,0,-1,1,2,2,2,0,3,0,0,0,1,0
9531-NSBMR,fêmea,0,não,não,36,,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,um ano,transferência bancária (automática),19.25,679.8,não,fêmea,fêmea,sim,não,19.25,19.25,0,0,0,-1,2,1,1,1,2,3,0,0,0,1,0
6260-ONULR,macho,0,não,não,1,,dsl,não,não,sim,mês a mês,cheque enviado,62.8,62.8,não,macho,macho,sim,não,62.8,62.8,1,0,0,-1,0,0,0,2,1,2,0,1,1,1,0
4389-UEFCZ,fêmea,0,sim,não,72,,fibra óptica,sim,não,sim,dois anos,cheque eletrônico,105.5,7544.0,não,fêmea,fêmea,sim,não,105.5,105.5,0,1,0,-1,1,2,0,2,0,1,0,0,0,1,0
8711-LOBKY,macho,0,sim,sim,59,,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,dois anos,cheque enviado,19.85,1188.25,não,macho,macho,sim,não,19.85,19.85,1,1,1,-1,2,1,1,1,0,2,0,1,1,1,0
9134-CEQMF,macho,1,sim,não,7,,fibra óptica,não,não,sim,mês a mês,cheque eletrônico,89.5,676.7,sim,macho,macho,sim,não,89.5,89.5,1,1,0,-1,1,0,0,2,1,1,1,1,1,1,0
8985-OOPOS,fêmea,0,não,não,1,,dsl,não,sim,sim,um ano,cartão de crédito (automático),74.1,74.1,não,fêmea,fêmea,sim,não,74.1,74.1,0,0,0,-1,0,0,2,2,2,0,0,0,0,1,0
8800-ZKRFW,fêmea,0,sim,sim,30,,fibra óptica,não,sim,sim,mês a mês,cheque eletrônico,107.5,3242.5,não,fêmea,fêmea,sim,não,107.5,107.5,0,1,1,-1,1,0,2,2,1,1,0,0,0,1,0
2616-FLVQC,macho,0,não,não,64,,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,dois anos,cheque enviado,19.55,1240.15,não,macho,macho,sim,não,19.55,19.55,1,0,0,-1,2,1,1,1,0,2,0,1,1,1,0
9968-FFVVH,macho,0,não,não,63,,dsl,sim,sim,não,um ano,transferência bancária (automática),68.8,4111.35,não,macho,macho,sim,não,68.8,68.8,1,0,0,-1,0,2,2,0,2,3,0,1,1,1,0
3108-PCCGG,macho,1,sim,não,72,,dsl,sim,não,sim,dois anos,cartão de crédito (automático),84.45,5899.85,não,macho,macho,sim,não,84.45,84.45,1,1,0,-1,0,2,0,2,0,0,0,1,1,1,0
7993-PYKOF,macho,0,sim,não,8,,fibra óptica,sim,não,não,mês a mês,cheque eletrônico,75.0,632.95,sim,macho,macho,sim,não,75.0,75.0,1,1,0,-1,1,2,0,0,1,1,1,1,1,1,0
8390-FESFV,fêmea,0,não,não,62,,dsl,não,sim,sim,dois anos,transferência bancária (automática),84.5,5193.2,não,fêmea,fêmea,sim,não,84.5,84.5,0,0,0,-1,0,0,2,2,0,3,0,0,0,1,0
3022-BEXHZ,macho,0,sim,sim,67,,fibra óptica,não,sim,sim,dois anos,transferência bancária (automática),111.2,7530.8,não,macho,macho,sim,não,111.2,111.2,1,1,1,-1,1,0,2,2,0,3,0,1,1,1,0
5027-XWQHA,macho,0,não,não,6,,dsl,não,não,não,mês a mês,cheque eletrônico,44.75,270.95,sim,macho,macho,sim,não,44.75,44.75,1,0,0,-1,0,0,0,0,1,1,1,1,1,1,0
6248-TKCQV,fêmea,0,sim,sim,70,,dsl,sim,sim,sim,dois anos,transferência bancária (automática),80.6,5460.2,não,fêmea,fêmea,sim,não,80.6,80.6,0,1,1,-1,0,2,2,2,0,3,0,0,0,1,0
6729-GDNGC,fêmea,1,não,não,20,,fibra óptica,não,não,sim,mês a mês,transferência bancária (automática),80.7,1614.2,não,fêmea,fêmea,sim,não,80.7,80.7,0,0,0,-1,1,0,0,2,1,3,0,0,0,1,0
6198-ZFIOJ,fêmea,0,não,não,5,,fibra óptica,não,não,não,mês a mês,cheque eletrônico,75.6,402.5,não,fêmea,fêmea,sim,não,75.6,75.6,0,0,0,-1,1,0,0,0,1,1,0,0,0,1,0
5989-OMNJE,fêmea,0,sim,sim,24,,dsl,sim,não,sim,um ano,cheque eletrônico,57.6,1367.75,não,fêmea,fêmea,sim,não,57.6,57.6,0,1,1,-1,0,2,0,2,2,1,0,0,0,1,0
4566-QVRRW,fêmea,0,sim,não,11,,dsl,não,não,não,mês a mês,cheque eletrônico,44.05,483.7,sim,fêmea,fêmea,sim,não,44.05,44.05,0,1,0,-1,0,0,0,0,1,1,1,0,0,1,0
1291-CUOCY,macho,0,sim,não,72,,fibra óptica,não,sim,sim,dois anos,cartão de crédito (automático),110.6,7962.2,não,macho,macho,sim,não,110.6,110.6,1,1,0,-1,1,0,2,2,0,0,0,1,1,1,0
9795-SHUHB,fêmea,0,sim,sim,66,,dsl,sim,sim,não,dois anos,cartão de crédito (automático),58.2,3810.8,não,fêmea,fêmea,sim,não,58.2,58.2,0,1,1,-1,0,2,2,0,0,0,0,0,0,1,0
3230-IUALN,fêmea,0,sim,sim,45,,dsl,sim,sim,sim,dois anos,cheque enviado,81.0,3533.6,não,fêmea,fêmea,sim,não,81.0,81.0,0,1,1,-1,0,2,2,2,0,2,0,0,0,1,0
0042-RLHYP,fêmea,0,sim,sim,69,,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,dois anos,transferência bancária (automática),19.7,1396.9,não,fêmea,fêmea,sim,não,19.7,19.7,0,1,1,-1,2,1,1,1,0,3,0,0,0,1,0
8519-IMDHU,macho,1,sim,não,15,,fibra óptica,não,não,não,mês a mês,transferência bancária (automática),85.6,1345.55,sim,macho,macho,sim,não,85.6,85.6,1,1,0,-1,1,0,0,0,1,3,1,1,1,1,0
4945-RVMTE,fêmea,0,não,não,28,,dsl,não,não,sim,mês a mês,transferência bancária (automática),59.55,1646.45,não,fêmea,fêmea,sim,não,59.55,59.55,0,0,0,-1,0,0,0,2,1,3,0,0,0,1,0
0201-OAMXR,fêmea,0,não,não,70,,fibra óptica,sim,sim,sim,um ano,cartão de crédito (automático),115.55,8127.6,sim,fêmea,fêmea,sim,não,115.55,115.55,0,0,0,-1,1,2,2,2,2,0,1,0,0,1,0
1866-NXPSP,fêmea,0,não,não,36,,dsl,sim,sim,não,um ano,cheque enviado,75.55,2680.15,não,fêmea,fêmea,sim,não,75.55,75.55,0,0,0,-1,0,2,2,0,2,2,0,0,0,1,0
3372-KWFBM,macho,1,não,não,16,,fibra óptica,não,não,sim,mês a mês,cheque eletrônico,86.6,1281.0,sim,macho,macho,sim,não,86.6,86.6,1,0,0,-1,1,0,0,2,1,1,1,1,1,1,0
7831-QGOXH,fêmea,0,não,não,18,,fibra óptica,não,não,sim,mês a mês,cheque eletrônico,85.2,1553.9,sim,fêmea,fêmea,sim,não,85.2,85.2,0,0,0,-1,1,0,0,2,1,1,1,0,0,1,0
6393-WRYZE,fêmea,0,sim,não,34,,fibra óptica,não,não,sim,mês a mês,cheque eletrônico,97.65,3207.55,sim,fêmea,fêmea,sim,não,97.65,97.65,0,1,0,-1,1,0,0,2,1,1,1,0,0,1,0
3941-XTSKM,macho,0,sim,sim,42,,dsl,não,não,não,um ano,cartão de crédito (automático),45.1,2049.05,não,macho,macho,sim,não,45.1,45.1,1,1,1,-1,0,0,0,0,2,0,0,1,1,1,0
1661-CZBAU,macho,0,não,não,48,,dsl,sim,sim,não,um ano,transferência bancária (automática),70.95,3629.2,não,macho,macho,sim,não,70.95,70.95,1,0,0,-1,0,2,2,0,2,3,0,1,1,1,0
6599-RCLCJ,macho,0,sim,não,47,,fibra óptica,não,sim,sim,mês a mês,cheque eletrônico,109.55,5124.55,sim,macho,macho,sim,não,109.55,109.55,1,1,0,-1,1,0,2,2,1,1,1,1,1,1,0
9831-BPFRI,fêmea,0,sim,sim,39,,fibra óptica,não,sim,não,um ano,cheque eletrônico,89.55,3474.45,sim,fêmea,fêmea,sim,não,89.55,89.55,0,1,1,-1,1,0,2,0,2,1,1,0,0,1,0
5158-RIVOP,fêmea,0,sim,sim,11,,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,dois anos,cartão de crédito (automático),20.9,202.3,não,fêmea,fêmea,sim,não,20.9,20.9,0,1,1,-1,2,1,1,1,0,0,0,0,0,1,0
9788-YTFGE,macho,0,não,não,7,,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,mês a mês,cheque enviado,19.95,147.5,não,macho,macho,sim,não,19.95,19.95,1,0,0,-1,2,1,1,1,1,2,0,1,1,1,0
9277-JOOMO,fêmea,0,não,não,3,,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,mês a mês,cheque enviado,24.6,86.35,não,fêmea,fêmea,sim,não,24.6,24.6,0,0,0,-1,2,1,1,1,1,2,0,0,0,1,0
1907-YLNYW,macho,0,não,não,8,,dsl,sim,não,não,mês a mês,cheque eletrônico,66.7,579.0,não,macho,macho,sim,não,66.7,66.7,1,0,0,-1,0,2,0,0,1,1,0,1,1,1,0
1725-MIMXW,macho,0,não,sim,1,,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,mês a mês,cheque enviado,19.45,19.45,sim,macho,macho,sim,não,19.45,19.45,1,0,1,-1,2,1,1,1,1,2,1,1,1,1,0
8947-YRTDV,macho,0,sim,sim,32,,fibra óptica,sim,não,não,um ano,cheque enviado,94.8,3131.55,não,macho,macho,sim,não,94.8,94.8,1,1,1,-1,1,2,0,0,2,2,0,1,1,1,0
3161-ONRWK,macho,0,sim,sim,60,,dsl,sim,sim,não,um ano,transferência bancária (automática),65.85,3928.3,não,macho,macho,sim,não,65.85,65.85,1,1,1,-1,0,2,2,0,2,3,0,1,1,1,0
0114-RSRRW,fêmea,0,sim,não,10,,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,mês a mês,transferência bancária (automática),19.95,187.75,não,fêmea,fêmea,sim,não,19.95,19.95,0,1,0,-1,2,1,1,1,1,3,0,0,0,1,0
4565-NLZBV,fêmea,0,sim,não,71,,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,dois anos,transferência bancária (automática),24.65,1710.15,não,fêmea,fêmea,sim,não,24.65,24.65,0,1,0,-1,2,1,1,1,0,3,0,0,0,1,0
0031-PVLZI,fêmea,0,sim,sim,4,,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,mês a mês,cheque enviado,20.35,76.35,sim,fêmea,fêmea,sim,não,20.35,20.35,0,1,1,-1,2,1,1,1,1,2,1,0,0,1,0
7206-GZCDC,fêmea,1,não,não,1,,fibra óptica,não,não,não,mês a mês,cheque eletrônico,69.25,69.25,sim,fêmea,fêmea,sim,não,69.25,69.25,0,0,0,-1,1,0,0,0,1,1,1,0,0,1,0
6682-VCIXC,fêmea,0,sim,sim,43,,dsl,sim,sim,sim,um ano,transferência bancária (automática),51.25,2151.6,não,fêmea,fêmea,sim,não,51.25,51.25,0,1,1,-1,0,2,2,2,2,3,0,0,0,1,0
4791-QRGMF,macho,0,sim,não,59,,fibra óptica,não,não,sim,um ano,transferência bancária (automática),99.5,5961.1,sim,macho,macho,sim,não,99.5,99.5,1,1,0,-1,1,0,0,2,2,3,1,1,1,1,0
6475-VHUIZ,fêmea,0,sim,não,23,,dsl,não,sim,não,mês a mês,cheque eletrônico,54.25,1221.55,não,fêmea,fêmea,sim,não,54.25,54.25,0,1,0,-1,0,0,2,0,1,1,0,0,0,1,0
3910-MRQOY,fêmea,0,sim,não,72,,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,dois anos,transferência bancária (automática),19.4,1496.45,não,fêmea,fêmea,sim,não,19.4,19.4,0,1,0,-1,2,1,1,1,0,3,0,0,0,1,0
0661-WCQNQ,macho,0,sim,não,22,,dsl,sim,sim,não,um ano,cartão de crédito (automático),56.25,1292.2,não,macho,macho,sim,não,56.25,56.25,1,1,0,-1,0,2,2,0,2,0,0,1,1,1,0
7537-RBWEA,fêmea,0,não,não,1,,dsl,não,não,não,mês a mês,cheque enviado,25.15,25.15,não,fêmea,fêmea,sim,não,25.15,25.15,0,0,0,-1,0,0,0,0,1,2,0,0,0,1,0
4656-CAURT,macho,0,não,não,69,,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,dois anos,transferência bancária (automática),23.95,1713.1,não,macho,macho,sim,não,23.95,23.95,1,0,0,-1,2,1,1,1,0,3,0,1,1,1,0
0121-SNYRK,macho,0,não,não,50,,dsl,sim,sim,não,um ano,cheque enviado,35.4,1748.9,não,macho,macho,sim,não,35.4,35.4,1,0,0,-1,0,2,2,0,2,2,0,1,1,1,0
1768-ZAIFU,fêmea,1,não,não,1,,dsl,não,não,não,mês a mês,cheque eletrônico,25.2,25.2,sim,fêmea,fêmea,sim,não,25.2,25.2,0,0,0,-1,0,0,0,0,1,1,1,0,0,1,0
4671-LXRDQ,macho,0,não,não,2,,dsl,não,não,não,mês a mês,cheque enviado,45.0,96.45,sim,macho,macho,sim,não,45.0,45.0,1,0,0,-1,0,0,0,0,1,2,1,1,1,1,0
3733-LSYCE,fêmea,0,sim,não,15,,fibra óptica,não,não,não,mês a mês,transferência bancária (automática),75.35,1114.55,não,fêmea,fêmea,sim,não,75.35,75.35,0,1,0,-1,1,0,0,0,1,3,0,0,0,1,0
6265-FRMTQ,macho,0,não,não,31,,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,dois anos,transferência bancária (automática),20.4,609.1,não,macho,macho,sim,não,20.4,20.4,1,0,0,-1,2,1,1,1,0,3,0,1,1,1,0
1934-SJVJK,macho,0,não,não,1,,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,mês a mês,cheque enviado,20.15,20.15,sim,macho,macho,sim,não,20.15,20.15,1,0,0,-1,2,1,1,1,1,2,1,1,1,1,0
3838-OZURD,macho,0,sim,não,66,,fibra óptica,não,não,sim,mês a mês,cartão de crédito (automático),105.0,7133.25,sim,macho,macho,sim,não,105.0,105.0,1,1,0,-1,1,0,0,2,1,0,1,1,1,1,0
1371-DWPAZ,fêmea,0,sim,sim,0,,dsl,sim,sim,sim,dois anos,cartão de crédito (automático),56.05,56.05,não,fêmea,fêmea,sim,não,56.05,56.05,0,1,1,-1,0,2,2,2,0,0,0,0,0,1,0
9269-CQOOL,macho,0,não,sim,3,,dsl,não,não,sim,mês a mês,cartão de crédito (automático),54.7,169.45,sim,macho,macho,sim,não,54.7,54.7,1,0,1,-1,0,0,0,2,1,0,1,1,1,1,0
2017-CCBLH,fêmea,0,não,não,8,,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,dois anos,cheque enviado,20.0,141.6,não,fêmea,fêmea,sim,não,20.0,20.0,0,0,0,-1,2,1,1,1,0,2,0,0,0,1,0
7690-KPNCU,macho,0,sim,sim,64,,dsl,sim,não,sim,um ano,cartão de crédito (automático),73.05,4688.65,não,macho,macho,sim,não,73.05,73.05,1,1,1,-1,0,2,0,2,2,0,0,1,1,1,0
0536-BGFMZ,fêmea,0,sim,não,28,,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,mês a mês,cheque enviado,20.5,563.05,não,fêmea,fêmea,sim,não,20.5,20.5,0,1,0,-1,2,1,1,1,1,2,0,0,0,1,0
2293-IJWPS,fêmea,0,sim,não,57,,fibra óptica,não,não,sim,um ano,cartão de crédito (automático),100.75,5985.0,não,fêmea,fêmea,sim,não,100.75,100.75,0,1,0,-1,1,0,0,2,2,0,0,0,0,1,0
2845-HSJCY,fêmea,0,sim,sim,14,,fibra óptica,não,não,não,mês a mês,cheque eletrônico,87.25,1258.6,sim,fêmea,fêmea,sim,não,87.25,87.25,0,1,1,-1,1,0,0,0,1,1,1,0,0,1,0
5469-NUJUR,macho,0,não,não,19,,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,dois anos,cheque enviado,19.95,373.5,não,macho,macho,sim,não,19.95,19.95,1,0,0,-1,2,1,1,1,0,2,0,1,1,1,0
1184-PJVDB,macho,0,sim,não,10,,fibra óptica,não,não,sim,mês a mês,cheque eletrônico,79.95,857.2,sim,macho,macho,sim,não,79.95,79.95,1,1,0,-1,1,0,0,2,1,1,1,1,1,1,0
2625-TRCZQ,fêmea,0,sim,não,51,,dsl,não,não,sim,mês a mês,cheque eletrônico,49.65,2553.35,não,fêmea,fêmea,sim,não,49.65,49.65,0,1,0,-1,0,0,0,2,1,1,0,0,0,1,0
4102-HLENU,fêmea,0,sim,não,67,,dsl,sim,não,não,dois anos,cheque enviado,65.65,4322.85,não,fêmea,fêmea,sim,não,65.65,65.65,0,1,0,-1,0,2,0,0,0,2,0,0,0,1,0
7266-GSSJX,macho,0,sim,sim,11,,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,mês a mês,cheque eletrônico,20.45,250.8,não,macho,macho,sim,não,20.45,20.45,1,1,1,-1,2,1,1,1,1,1,0,1,1,1,0
7722-VJRQD,macho,0,sim,sim,72,,dsl,sim,sim,sim,dois anos,transferência bancária (automática),60.95,4549.05,não,macho,macho,sim,não,60.95,60.95,1,1,1,-1,0,2,2,2,0,3,0,1,1,1,0
7073-QETQY,macho,0,sim,sim,66,,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,um ano,cheque eletrônico,20.35,1359.5,não,macho,macho,sim,não,20.35,20.35,1,1,1,-1,2,1,1,1,2,1,0,1,1,1,0
9415-DPEWS,fêmea,0,não,não,18,,fibra óptica,não,sim,sim,mês a mês,cheque eletrônico,88.35,1639.3,sim,fêmea,fêmea,sim,não,88.35,88.35,0,0,0,-1,1,0,2,2,1,1,1,0,0,1,0
5624-RYAMH,fêmea,0,não,não,9,,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,mês a mês,cheque eletrônico,19.5,178.85,não,fêmea,fêmea,sim,não,19.5,19.5,0,0,0,-1,2,1,1,1,1,1,0,0,0,1,0
0196-JTUQI,fêmea,0,não,não,9,,fibra óptica,não,não,não,mês a mês,cartão de crédito (automático),75.2,633.85,não,fêmea,fêmea,sim,não,75.2,75.2,0,0,0,-1,1,0,0,0,1,0,0,0,0,1,0
7130-YXBRO,macho,0,sim,não,48,,fibra óptica,sim,não,sim,mês a mês,transferência bancária (automática),111.45,5315.1,não,macho,macho,sim,não,111.45,111.45,1,1,0,-1,1,2,0,2,1,3,0,1,1,1,0
9272-LSVYH,macho,0,não,não,10,,fibra óptica,não,não,não,mês a mês,cheque enviado,70.15,735.5,não,macho,macho,sim,não,70.15,70.15,1,0,0,-1,1,0,0,0,1,2,0,1,1,1,0
