ID DO CLIENTE,GÊNERO,IDOSO,CASADO,DEPENDENTES,TEMPO_COMO_CLIENTE,SERVIÇO TELEFÔNICO,SERVICO_INTERNET,SERVICO_SEGURANCA,SUPORTE_TECNICO,STREAMINGTV,TIPO_CONTRATO,MÉTODO DE PAGAMENTO,PAGAMENTO_MENSAL,TOTAL_PAGAMENTO,CHURN
3498-LZGQZ,macho,0,sim,sim,63,,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,dois anos,cheque enviado,19.15,1177.05,não
8785-CJSHH,fêmea,0,sim,não,60,,fibra óptica,não,não,sim,mês a mês,cheque eletrônico,99.8,5985.75,não
5357-TZHPP,macho,1,não,não,9,,fibra óptica,não,não,não,mês a mês,cartão de crédito (automático),84.4,732.5,sim
3870-SPZSI,fêmea,0,sim,sim,70,,fibra óptica,sim,sim,sim,dois anos,cartão de crédito (automático),113.05,7869.05,não
0680-DFNNY,macho,0,sim,não,15,,fibra óptica,não,não,sim,mês a mês,cheque eletrônico,101.1,1504.05,sim
7560-QRBXH,fêmea,0,não,sim,48,,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,um ano,cheque enviado,19.95,936.7,não
7077-XJMET,macho,0,sim,não,12,,dsl,não,sim,sim,mês a mês,cheque eletrônico,74.15,741.4,não
8752-GHJFU,macho,1,sim,não,71,,fibra óptica,sim,sim,não,um ano,cheque eletrônico,92.0,6585.2,não
6896-SRVYQ,macho,1,não,não,44,,fibra óptica,não,não,não,mês a mês,cheque eletrônico,73.85,3122.4,não
7767-UXAGJ,macho,0,não,não,1,,dsl,não,não,não,mês a mês,cheque eletrônico,50.45,50.45,sim
4652-ODEVH,macho,0,sim,sim,45,,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,dois anos,cheque enviado,24.45,1088.25,não
6510-UPNKS,fêmea,0,não,não,23,,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,um ano,cartão de crédito (automático),24.8,615.35,não
6718-BDGHG,fêmea,0,sim,não,43,,dsl,não,sim,sim,um ano,transferência bancária (automática),64.85,2908.2,não
9046-DQMTP,macho,0,não,não,35,,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,mês a mês,transferência bancária (automática),20.75,739.9,não
6439-LAJXL,macho,0,sim,não,9,,dsl,sim,sim,sim,mês a mês,cheque enviado,68.95,593.85,não
1571-SAVHK,macho,0,não,não,12,,fibra óptica,não,sim,sim,mês a mês,cheque enviado,99.95,1132.75,sim
9052-VKDUW,fêmea,1,sim,não,65,,fibra óptica,sim,não,sim,mês a mês,cartão de crédito (automático),109.4,7227.45,não
9546-CQJSU,fêmea,0,não,não,2,,fibra óptica,não,não,sim,mês a mês,cheque eletrônico,91.4,193.6,sim
1666-JZPZT,macho,0,não,não,27,,dsl,não,não,não,mês a mês,cheque enviado,49.0,1291.35,não
5777-KJIRB,fêmea,0,não,não,40,,dsl,não,não,não,um ano,cheque enviado,50.25,2023.55,não
0506-LVNGN,fêmea,1,não,não,5,,fibra óptica,não,não,não,mês a mês,cartão de crédito (automático),75.55,349.65,sim
7677-SJJJK,macho,0,sim,sim,8,,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,um ano,cartão de crédito (automático),19.9,153.95,não
2480-EJWYP,fêmea,1,sim,não,58,,fibra óptica,não,não,sim,um ano,transferência bancária (automática),97.8,5458.8,não
3253-HKOKL,fêmea,0,sim,sim,52,,fibra óptica,sim,não,sim,um ano,cheque eletrônico,100.3,5244.45,não
7055-HNEOJ,macho,0,sim,não,3,,dsl,não,sim,não,mês a mês,cheque enviado,55.8,154.55,não
5514-YQENT,macho,0,não,sim,41,,fibra óptica,sim,sim,sim,dois anos,cheque eletrônico,111.15,4507.15,não
3211-AAPKX,macho,0,não,não,20,,fibra óptica,não,sim,sim,mês a mês,cheque enviado,98.55,2031.95,não
8445-DNBAE,macho,0,não,sim,1,,dsl,não,não,não,mês a mês,cheque eletrônico,50.05,50.05,não
2951-QOQTK,macho,0,não,sim,4,,fibra óptica,não,sim,não,mês a mês,cartão de crédito (automático),80.8,332.45,sim
2958-NHPPS,macho,0,não,não,23,,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,mês a mês,cheque eletrônico,20.85,473.9,não
6806-YDEUL,fêmea,1,não,não,6,,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,mês a mês,transferência bancária (automática),19.5,106.8,não
1735-XMJVH,macho,0,sim,sim,8,,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,mês a mês,cheque enviado,19.35,152.6,não
6890-PFRQX,macho,0,não,não,18,,dsl,sim,não,sim,mês a mês,cheque enviado,69.5,1199.4,não
0222-CNVPT,macho,1,não,não,52,,dsl,sim,não,sim,mês a mês,cartão de crédito (automático),48.8,2555.05,não
5899-OUVKV,macho,0,não,não,31,,fibra óptica,não,não,sim,mês a mês,cheque eletrônico,94.5,2979.2,não
8681-ICONS,macho,0,sim,sim,29,,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,mês a mês,cheque enviado,20.65,654.85,não
1621-YNCJH,fêmea,0,sim,não,36,,fibra óptica,sim,sim,não,dois anos,cartão de crédito (automático),106.05,3834.4,não
3473-XIIIT,fêmea,0,sim,não,16,,fibra óptica,não,não,sim,mês a mês,cheque eletrônico,100.0,1534.75,sim
6362-QHAFM,macho,0,sim,não,42,,fibra óptica,não,sim,sim,um ano,cheque eletrônico,108.3,4586.15,não
7893-IXHRQ,macho,0,não,não,1,,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,mês a mês,cheque eletrônico,20.55,20.55,sim
3070-BDOQC,fêmea,0,não,não,60,,fibra óptica,não,não,sim,dois anos,cheque eletrônico,99.65,5941.05,não
2952-QAYZF,macho,0,não,não,5,,fibra óptica,não,não,não,mês a mês,cheque eletrônico,85.3,424.15,sim
6234-PFPXL,macho,0,sim,não,22,,fibra óptica,sim,sim,sim,mês a mês,cartão de crédito (automático),95.9,2234.95,não
9824-QCJPK,macho,0,sim,não,36,,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,um ano,cheque enviado,20.0,666.75,não
4763-PGDPO,fêmea,0,não,não,4,,fibra óptica,não,não,não,mês a mês,cheque eletrônico,70.4,281.0,sim
4283-IVYCI,macho,0,não,não,9,,dsl,sim,sim,não,mês a mês,cheque enviado,64.95,547.8,não
1866-OBPNR,macho,0,sim,sim,1,,fibra óptica,não,não,não,mês a mês,cartão de crédito (automático),74.6,74.6,não
8205-MQUGY,macho,0,sim,sim,12,,dsl,sim,não,não,mês a mês,cheque eletrônico,49.2,571.15,não
8970-ANWXO,fêmea,0,não,não,23,,dsl,não,sim,sim,um ano,cheque enviado,73.75,1756.6,não
9480-BQJEI,macho,0,não,não,62,,fibra óptica,sim,não,não,um ano,transferência bancária (automática),92.3,5731.45,não
5394-SVGJV,macho,0,não,não,37,,fibra óptica,não,sim,sim,mês a mês,transferência bancária (automática),98.8,3475.55,sim
6979-TNDEU,fêmea,0,não,não,8,,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,mês a mês,cheque enviado,19.2,156.85,não
9777-WJJPR,macho,0,sim,não,31,,fibra óptica,não,não,sim,mês a mês,cartão de crédito (automático),88.65,2683.2,não
9283-LZQOH,macho,0,sim,sim,13,,fibra óptica,não,não,não,mês a mês,cartão de crédito (automático),74.4,896.75,sim
7079-QRCBC,fêmea,0,não,não,24,,fibra óptica,não,não,sim,mês a mês,cheque eletrônico,98.75,2407.3,sim
9495-SKLKD,macho,0,sim,sim,45,,fibra óptica,não,não,não,mês a mês,transferência bancária (automática),95.95,4456.65,não
6048-UWKAL,fêmea,1,sim,não,69,,fibra óptica,não,sim,sim,dois anos,cartão de crédito (automático),105.4,6998.95,não
5067-DGXLL,macho,0,não,não,2,,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,mês a mês,cheque enviado,20.25,36.8,não
5469-CTCWN,macho,0,sim,sim,61,,fibra óptica,sim,não,sim,um ano,cheque eletrônico,106.0,6547.7,sim
9851-QXEEQ,macho,0,não,não,41,,fibra óptica,não,não,sim,mês a mês,cheque eletrônico,104.7,4346.4,sim
6281-FKEWS,fêmea,0,não,não,44,,dsl,não,não,sim,um ano,cheque eletrônico,49.05,2265.0,não
8898-KASCD,macho,0,não,não,39,,dsl,não,sim,não,um ano,cheque enviado,35.55,1309.15,não
9242-TKFSV,macho,0,sim,sim,72,,dsl,sim,sim,sim,dois anos,cartão de crédito (automático),65.1,4754.3,não
9290-SHCMB,fêmea,1,não,não,13,,fibra óptica,não,não,sim,mês a mês,cheque eletrônico,96.85,1235.55,não
0743-HNPFG,fêmea,0,sim,sim,51,,dsl,sim,sim,não,um ano,cartão de crédito (automático),69.75,3562.5,não
2277-BKJKN,fêmea,1,sim,não,71,,fibra óptica,não,não,sim,dois anos,cheque eletrônico,99.2,7213.75,não
9809-IMGCQ,macho,1,não,não,22,,fibra óptica,não,não,sim,mês a mês,cheque eletrônico,96.7,2082.95,sim
5208-HFSBT,fêmea,0,não,não,2,,dsl,não,sim,não,mês a mês,cartão de crédito (automático),55.05,102.75,sim
5035-PGZXH,fêmea,0,não,não,56,,fibra óptica,não,não,sim,um ano,cheque eletrônico,106.8,5914.4,não
8695-WDYEA,macho,0,não,não,1,,dsl,sim,não,não,mês a mês,cheque enviado,51.25,51.25,não
6543-JXSOO,fêmea,0,sim,sim,23,,dsl,sim,sim,não,um ano,cheque enviado,57.75,1282.85,não
8016-ZMGMO,fêmea,1,sim,não,66,,dsl,não,não,sim,um ano,transferência bancária (automática),70.85,4738.85,não
8605-ITULD,fêmea,0,não,não,1,,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,mês a mês,cheque enviado,19.55,19.55,não
3254-YRILK,macho,1,não,não,19,,fibra óptica,não,não,sim,mês a mês,cheque eletrônico,88.2,1775.8,sim
6416-YJTTB,macho,0,não,não,11,,fibra óptica,sim,não,não,mês a mês,transferência bancária (automática),79.5,795.65,não
2667-WYLWJ,fêmea,0,sim,sim,8,,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,um ano,cheque enviado,19.75,145.0,sim
4472-VESGY,fêmea,0,sim,sim,52,,fibra óptica,sim,não,não,mês a mês,transferência bancária (automática),98.15,4993.4,não
3195-TQDZX,macho,0,não,não,3,,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,mês a mês,cheque eletrônico,20.25,61.45,não
3128-YOVTD,fêmea,0,sim,sim,51,,fibra óptica,sim,não,não,mês a mês,transferência bancária (automática),79.15,4018.55,não
0529-ONKER,macho,1,não,não,15,,fibra óptica,não,não,não,mês a mês,cheque eletrônico,75.65,1146.65,sim
1728-CXQBE,macho,1,sim,não,64,,fibra óptica,não,não,não,mês a mês,cheque eletrônico,94.25,6081.4,não
7041-TXQJH,fêmea,0,não,não,37,,dsl,não,não,não,mês a mês,cartão de crédito (automático),40.2,1478.85,não
5014-GSOUQ,macho,0,não,não,13,,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,dois anos,cheque enviado,19.95,243.65,não
5724-BIDBU,macho,0,sim,não,49,,dsl,sim,não,não,um ano,cheque eletrônico,55.35,2633.95,não
0481-SUMCB,fêmea,1,não,não,45,,fibra óptica,não,não,sim,um ano,transferência bancária (automática),102.15,4735.35,não
1769-GRUIK,fêmea,0,não,não,18,,fibra óptica,não,não,não,mês a mês,cheque eletrônico,71.1,1247.75,não
5240-IJOQT,macho,1,não,não,1,,fibra óptica,não,não,não,mês a mês,cheque eletrônico,74.7,74.7,sim
8819-WFGGJ,macho,0,sim,não,68,,dsl,sim,não,sim,dois anos,transferência bancária (automática),54.1,3794.5,não
7427-AUFPY,macho,0,não,não,54,,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,dois anos,cartão de crédito (automático),19.65,1008.7,não
2811-POVEX,fêmea,1,sim,sim,23,,fibra óptica,não,não,não,mês a mês,transferência bancária (automática),88.45,2130.55,não
1092-GANHU,macho,0,não,não,17,,fibra óptica,não,não,não,mês a mês,cheque eletrônico,76.65,1313.55,sim
7898-PDWQE,macho,0,sim,não,71,,dsl,sim,sim,não,dois anos,cartão de crédito (automático),80.4,5727.15,não
9972-EWRJS,fêmea,0,sim,sim,67,,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,dois anos,transferência bancária (automática),19.25,1372.9,não
9314-IJWSQ,fêmea,0,sim,sim,14,,fibra óptica,não,não,sim,mês a mês,cheque eletrônico,84.8,1203.9,não
0661-XEYAN,fêmea,1,não,não,1,,dsl,não,não,não,mês a mês,cheque enviado,25.8,25.8,sim
5799-JRCZO,fêmea,0,não,sim,63,,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,dois anos,cartão de crédito (automático),19.5,1215.1,não
1921-KYSAY,fêmea,0,não,não,41,,dsl,não,sim,não,um ano,cheque eletrônico,68.6,2877.05,não
6198-RTPMF,fêmea,0,sim,não,17,,fibra óptica,não,não,sim,mês a mês,cheque eletrônico,92.6,1579.7,não
2924-KHUVI,macho,0,sim,não,56,,fibra óptica,sim,não,sim,um ano,cheque eletrônico,100.55,5514.95,não
1925-GMVBW,fêmea,0,não,não,5,,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,mês a mês,cartão de crédito (automático),20.55,96.1,não
7881-EVUAD,fêmea,0,não,não,2,,dsl,sim,não,não,mês a mês,cheque eletrônico,42.6,72.4,sim
6184-DYUOB,fêmea,0,sim,não,3,,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,mês a mês,cheque enviado,19.6,55.25,não
9207-ZPANB,macho,0,não,não,37,,dsl,sim,sim,não,um ano,cheque eletrônico,67.45,2443.3,não
5766-XQXMQ,fêmea,0,não,não,29,,dsl,sim,não,não,mês a mês,transferência bancária (automática),68.85,1970.5,sim
9327-QSDED,macho,0,não,não,8,,dsl,não,não,não,mês a mês,cheque enviado,43.55,335.4,não
1656-DRSMG,fêmea,0,não,não,63,,fibra óptica,não,sim,sim,mês a mês,cartão de crédito (automático),109.85,7002.95,não
3012-VFFMN,fêmea,0,sim,sim,7,,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,mês a mês,cheque enviado,20.65,158.95,não
2984-AFWNC,fêmea,0,não,não,3,,fibra óptica,não,não,sim,mês a mês,cheque eletrônico,95.4,293.15,não
0640-YJTPY,macho,0,sim,sim,72,,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,dois anos,transferência bancária (automática),21.0,1493.75,não
8096-LOIST,fêmea,0,não,não,19,,dsl,não,não,não,mês a mês,cheque eletrônico,56.2,1093.4,não
9764-REAFF,fêmea,0,sim,não,59,,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,dois anos,transferência bancária (automática),18.4,1057.85,não
3703-VAVCL,macho,0,sim,sim,2,,fibra óptica,não,sim,não,mês a mês,cartão de crédito (automático),90.0,190.05,sim
7107-UBYKY,fêmea,0,sim,sim,35,,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,mês a mês,cheque eletrônico,25.75,882.55,não
4881-GQJTW,macho,0,não,não,14,,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,mês a mês,cartão de crédito (automático),19.6,300.4,não
8519-QJGJD,fêmea,0,não,não,14,,fibra óptica,não,não,não,mês a mês,cheque eletrônico,75.35,1025.95,sim
7876-DNYAP,fêmea,0,sim,sim,69,,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,dois anos,cartão de crédito (automático),19.8,1436.95,não
7905-NJMXS,macho,1,sim,não,7,,dsl,sim,sim,não,mês a mês,cheque eletrônico,64.2,475.0,não
2882-WDTBA,macho,0,sim,sim,69,,dsl,sim,sim,sim,dois anos,transferência bancária (automática),75.75,5388.15,não
2091-GPPIQ,fêmea,0,sim,sim,72,,dsl,não,sim,sim,dois anos,cheque eletrônico,78.95,5730.15,não
6326-MTTXK,macho,0,não,não,8,,fibra óptica,não,não,sim,mês a mês,cheque eletrônico,100.85,819.55,sim
5071-FBJFS,fêmea,0,sim,sim,4,,dsl,sim,não,não,mês a mês,cheque eletrônico,50.3,217.1,não
2796-UUZZO,macho,0,sim,sim,63,,fibra óptica,não,não,não,mês a mês,cartão de crédito (automático),80.3,4896.35,não
2429-AYKKO,macho,0,não,não,72,,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,dois anos,transferência bancária (automática),19.85,1434.1,não
9798-OPFEM,fêmea,0,não,não,46,,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,dois anos,cheque eletrônico,21.1,937.1,não
0330-IVZHA,fêmea,0,sim,não,5,,fibra óptica,não,não,não,mês a mês,cheque eletrônico,69.95,330.15,sim
3794-NFNCH,macho,0,sim,não,30,,dsl,não,não,não,mês a mês,cheque enviado,50.0,1474.9,não
5193-QLVZB,macho,0,não,não,63,,fibra óptica,não,não,sim,dois anos,transferência bancária (automática),104.75,6536.5,não
7114-AEOZE,fêmea,0,não,não,60,,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,dois anos,transferência bancária (automática),19.85,1128.1,não
2886-KEFUM,fêmea,0,sim,não,63,,fibra óptica,não,não,sim,um ano,cheque eletrônico,107.5,6873.75,sim
5522-NYKPB,macho,0,sim,sim,25,,fibra óptica,não,sim,sim,mês a mês,cheque eletrônico,85.9,2199.05,não
4237-RLAQD,macho,0,não,não,1,,dsl,não,não,não,mês a mês,cheque enviado,45.85,45.85,sim
9957-YODKZ,macho,1,sim,não,6,,fibra óptica,não,não,não,mês a mês,cheque eletrônico,80.8,457.1,não
6518-KZXCB,macho,0,não,não,22,,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,dois anos,cheque enviado,25.25,566.5,não
2245-ADZFJ,fêmea,0,sim,sim,31,,dsl,não,sim,sim,dois anos,transferência bancária (automática),80.55,2471.6,não
7776-QGYJC,fêmea,0,sim,sim,39,,fibra óptica,não,sim,não,mês a mês,transferência bancária (automática),81.5,3107.3,não
9313-QOLTZ,macho,0,não,não,26,,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,mês a mês,cheque enviado,20.9,518.3,não
9651-GTSAQ,fêmea,0,sim,não,53,,fibra óptica,sim,não,sim,um ano,transferência bancária (automática),106.1,5769.75,sim
3186-BAXNB,fêmea,0,não,não,1,,fibra óptica,não,sim,sim,mês a mês,cheque eletrônico,91.7,91.7,sim
4672-FOTSD,macho,0,não,não,12,,dsl,sim,sim,não,mês a mês,cheque eletrônico,67.25,832.3,não
0637-YLETY,fêmea,0,não,não,16,,fibra óptica,não,não,não,mês a mês,cartão de crédito (automático),95.6,1555.65,sim
9818-XQCUV,fêmea,0,não,não,2,,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,mês a mês,cheque enviado,20.35,45.3,não
7338-ERIVA,macho,0,não,sim,39,,dsl,sim,sim,sim,um ano,transferência bancária (automática),45.05,1790.6,não
1157-BQCUW,macho,0,não,não,1,,fibra óptica,não,não,não,mês a mês,cheque eletrônico,74.95,74.95,sim
8259-NFJTV,fêmea,0,sim,sim,7,,dsl,sim,sim,não,mês a mês,cheque enviado,34.65,246.6,não
3223-DWFIO,macho,1,não,não,4,,fibra óptica,não,não,não,mês a mês,cheque eletrônico,69.35,261.65,não
2660-EMUBI,macho,1,não,não,10,,fibra óptica,não,não,sim,mês a mês,cheque eletrônico,95.35,898.35,sim
6968-GMKPR,fêmea,0,não,não,55,,fibra óptica,não,não,não,mês a mês,cheque eletrônico,81.55,4509.5,não
4751-ERMAN,macho,0,sim,sim,72,,dsl,não,não,sim,dois anos,transferência bancária (automática),75.4,5480.25,não
1436-ZMJAN,fêmea,0,sim,não,10,,dsl,não,não,sim,mês a mês,cartão de crédito (automático),67.8,653.15,não
3292-PBZEJ,macho,1,não,não,11,,fibra óptica,não,sim,sim,mês a mês,cheque eletrônico,111.4,1183.05,não
0799-DDIHE,fêmea,0,sim,sim,15,,dsl,não,não,não,mês a mês,cheque eletrônico,46.3,639.45,não
3070-FNFZQ,fêmea,0,sim,sim,23,,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,dois anos,transferência bancária (automática),20.4,478.75,não
2812-SFXMJ,macho,0,não,sim,1,,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,mês a mês,cheque enviado,20.05,20.05,não
7675-OZCZG,fêmea,1,não,não,3,,dsl,não,não,não,mês a mês,cheque eletrônico,45.0,127.1,sim
5014-WUQMG,macho,0,sim,sim,47,,fibra óptica,sim,não,não,um ano,cheque eletrônico,96.1,4391.45,não
5312-TSZVC,fêmea,0,não,sim,15,,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,um ano,cheque enviado,19.65,270.6,não
2003-CKLOR,macho,0,não,não,66,,fibra óptica,não,não,sim,mês a mês,cheque eletrônico,99.5,6710.5,sim
0993-OSGPT,fêmea,1,sim,não,68,,dsl,não,sim,não,um ano,transferência bancária (automática),60.65,3975.9,não
9254-RBFON,fêmea,0,sim,sim,17,,fibra óptica,não,sim,sim,um ano,transferência bancária (automática),98.6,1704.95,sim
1205-WNWPJ,fêmea,0,não,não,7,,dsl,não,sim,sim,mês a mês,cheque enviado,59.5,415.95,sim
9391-EOYLI,macho,1,sim,não,12,,fibra óptica,não,não,não,mês a mês,cheque eletrônico,80.45,950.2,sim
7108-DGVUU,fêmea,1,sim,não,21,,dsl,não,não,não,um ano,transferência bancária (automática),71.7,1497.05,não
2782-JEEBU,macho,0,não,não,21,,dsl,não,sim,não,mês a mês,cheque enviado,36.0,780.15,não
5127-BZENZ,fêmea,0,sim,sim,56,,dsl,sim,não,sim,um ano,transferência bancária (automática),65.2,3512.15,não
2720-FVBQP,fêmea,0,sim,sim,6,,dsl,não,não,não,mês a mês,cartão de crédito (automático),48.95,273.25,não
9906-NHHVC,fêmea,1,não,não,65,,dsl,não,não,sim,dois anos,transferência bancária (automática),53.5,3517.9,não
4522-XRWWI,macho,0,sim,não,42,,dsl,sim,sim,sim,um ano,cartão de crédito (automático),80.45,3375.9,não
3766-EJLFL,fêmea,0,sim,sim,68,,fibra óptica,sim,sim,sim,dois anos,transferência bancária (automática),109.05,7508.55,não
5939-SXWHM,macho,0,sim,sim,48,,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,dois anos,transferência bancária (automática),26.3,1245.05,não
8152-UOBNY,fêmea,1,não,não,50,,fibra óptica,não,sim,sim,um ano,cheque eletrônico,106.8,5347.95,não
7351-KYHQH,fêmea,1,não,não,7,,dsl,não,não,sim,mês a mês,cheque eletrônico,64.95,493.65,não
7643-RCHXS,fêmea,0,sim,sim,63,,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,dois anos,cheque eletrônico,19.35,1263.85,não
8246-SHFGA,macho,0,não,não,17,,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,mês a mês,cartão de crédito (automático),21.1,385.55,não
8387-MOJJT,fêmea,0,sim,sim,42,,fibra óptica,não,não,sim,mês a mês,cartão de crédito (automático),77.95,3384.0,sim
0620-XEFWH,macho,0,sim,sim,4,,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,mês a mês,cheque enviado,18.85,84.2,não
6485-QXWWE,fêmea,0,não,sim,62,,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,dois anos,transferência bancária (automática),26.0,1638.7,não
2761-OCIAX,macho,1,não,não,2,,fibra óptica,não,não,não,mês a mês,cheque eletrônico,74.7,165.4,sim
7321-VGNKU,fêmea,0,sim,não,2,,fibra óptica,não,não,não,mês a mês,cheque eletrônico,70.35,120.25,não
5327-CNLUQ,macho,0,sim,não,48,,fibra óptica,sim,não,sim,dois anos,transferência bancária (automática),96.9,4473.45,não
7552-KEYGT,macho,0,sim,não,27,,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,dois anos,transferência bancária (automática),19.55,520.55,não
5816-JMLGY,fêmea,0,sim,sim,70,,dsl,não,sim,sim,dois anos,transferência bancária (automática),80.4,5717.85,não
3068-OMWZA,macho,1,não,não,1,,fibra óptica,não,não,sim,mês a mês,cheque eletrônico,88.8,88.8,sim
2927-QRRQV,macho,0,sim,não,46,,fibra óptica,não,não,sim,um ano,cheque eletrônico,94.65,4312.5,não
6032-KRXXO,macho,0,não,não,30,,fibra óptica,não,não,sim,mês a mês,cheque eletrônico,90.25,2755.35,sim
7459-RRWQZ,fêmea,0,não,não,15,,dsl,sim,não,não,mês a mês,transferência bancária (automática),64.65,994.55,sim
6265-SXWBU,macho,0,sim,sim,69,,fibra óptica,não,não,sim,um ano,cartão de crédito (automático),95.75,6511.25,não
7941-RCJOW,macho,0,não,não,65,,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,dois anos,cartão de crédito (automático),19.55,1218.65,não
6374-NTQLP,macho,1,sim,sim,72,,fibra óptica,sim,sim,sim,dois anos,cartão de crédito (automático),104.1,7447.7,não
4154-AQUGT,macho,1,sim,não,13,,fibra óptica,não,sim,não,mês a mês,transferência bancária (automática),89.05,1169.35,sim
2387-KDZQY,macho,0,não,não,17,,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,um ano,cheque enviado,20.1,279.5,não
3584-WKTTW,macho,0,sim,não,51,,fibra óptica,sim,sim,sim,um ano,cheque eletrônico,111.55,5720.35,não
3399-BMLVW,macho,0,sim,sim,51,,dsl,sim,sim,não,dois anos,cartão de crédito (automático),60.5,3121.45,não
1971-DTCZB,fêmea,0,sim,não,72,,dsl,sim,sim,sim,dois anos,transferência bancária (automática),90.95,6468.6,não
3092-IGHWF,macho,0,sim,sim,67,,fibra óptica,não,não,não,um ano,cheque eletrônico,87.4,5918.8,sim
3374-PZLXD,macho,0,não,não,34,,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,mês a mês,cheque enviado,19.7,675.6,não
3813-DHBBB,macho,0,sim,não,67,,dsl,sim,sim,não,dois anos,transferência bancária (automática),50.95,3521.7,não
2812-REYAT,fêmea,0,sim,não,49,,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,um ano,transferência bancária (automática),20.05,923.1,não
6518-PPLMZ,macho,0,sim,sim,53,,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,dois anos,cheque enviado,19.4,1110.35,não
4939-KYYPY,macho,0,não,não,27,,dsl,não,sim,não,mês a mês,cheque eletrônico,59.45,1611.65,não
8017-LXHFA,fêmea,1,não,não,23,,fibra óptica,não,não,sim,mês a mês,cheque eletrônico,94.75,2293.6,sim
5930-GBIWP,macho,0,não,não,69,,dsl,sim,sim,não,dois anos,cartão de crédito (automático),81.5,5553.25,não
6022-KOUQO,fêmea,0,sim,sim,2,,dsl,não,sim,não,mês a mês,transferência bancária (automática),29.05,44.75,não
6352-TWCAU,fêmea,0,não,não,35,,fibra óptica,não,não,sim,mês a mês,cheque eletrônico,86.45,3029.1,sim
2361-UPSND,fêmea,0,sim,não,46,,dsl,sim,sim,não,um ano,cheque enviado,70.6,3231.05,não
6035-RIIOM,fêmea,0,não,não,54,,fibra óptica,não,não,sim,dois anos,transferência bancária (automática),97.2,5129.45,não
2929-QNSRW,fêmea,0,sim,não,56,,fibra óptica,não,não,sim,um ano,cheque eletrônico,98.25,5508.35,sim
1262-OPMFY,fêmea,0,sim,não,9,,fibra óptica,não,não,não,mês a mês,transferência bancária (automática),75.75,655.9,sim
9504-DSHWM,macho,0,não,não,20,,dsl,sim,sim,não,mês a mês,transferência bancária (automática),59.2,1191.2,não
5035-BVCXS,macho,0,não,não,11,,fibra óptica,não,não,não,mês a mês,cheque enviado,75.9,866.4,não
6267-DCFFZ,fêmea,1,sim,não,30,,fibra óptica,não,não,sim,mês a mês,cheque eletrônico,90.05,2627.2,não
3533-UVMOM,macho,0,sim,não,68,,dsl,sim,não,não,dois anos,transferência bancária (automática),70.95,4741.45,não
2439-LYPMQ,macho,1,sim,não,38,,fibra óptica,não,não,sim,mês a mês,cheque eletrônico,102.6,4009.2,não
4248-QPAVC,fêmea,1,sim,não,17,,fibra óptica,sim,não,não,mês a mês,transferência bancária (automática),85.35,1463.45,sim
